datetime,val
2020-08-07T03:30:00.000-06:00,3.555588365637398
2020-08-07T03:30:00.000-06:00,18.576437999914397
2020-08-07T03:30:00.000-06:00,1.7817941247654776
2020-08-07T03:30:00.000-06:00,4.647994176275652
2020-08-07T03:30:00.000-06:00,6.315382332410882
2020-08-07T03:30:00.000-06:00,19.905946886835252
2020-08-07T03:30:00.000-06:00,16.831044264381656
2020-08-07T03:30:00.000-06:00,5.127786276753049
2020-08-07T03:30:00.000-06:00,11.668386826886216
2020-08-07T03:30:00.000-06:00,11.96595821113932
2020-08-07T03:30:00.000-06:00,22.317872927362863
2020-08-07T03:30:00.000-06:00,8.162772158117946
2020-08-07T03:30:00.000-06:00,17.63648587018821
2020-08-07T03:30:00.000-06:00,2.4874490723314313
2020-08-07T03:30:00.000-06:00,5.799221350859696
2020-08-07T03:30:00.000-06:00,17.507036787195176
2020-08-07T03:30:00.000-06:00,6.428495227390208
2020-08-07T03:30:00.000-06:00,20.70115715887029
2020-08-07T03:30:00.000-06:00,25.036626370395233
2020-08-07T03:30:00.000-06:00,22.454899350847047
2020-08-07T03:30:00.000-06:00,18.66250752256472
2020-08-07T03:30:00.000-06:00,12.727317077785566
2020-08-07T03:30:00.000-06:00,3.796647446652913
2020-08-07T03:30:00.000-06:00,6.3752960910985585
2020-08-07T03:30:00.000-06:00,14.198403007522506
2020-08-07T03:30:00.000-06:00,11.004390136641193
2020-08-07T03:30:00.000-06:00,22.47120707388253
2020-08-07T03:30:00.000-06:00,0.9316194950570083
2020-08-07T03:30:00.000-06:00,24.446581397276017
2020-08-07T03:30:00.000-06:00,4.796401773000926
2020-08-07T03:30:00.000-06:00,8.364141952109973
2020-08-07T03:30:00.000-06:00,8.755970153395253
2020-08-07T03:30:00.000-06:00,22.098382948727043
2020-08-07T03:30:00.000-06:00,5.2753365577191245
2020-08-07T03:30:00.000-06:00,10.200988245585867
2020-08-07T03:30:00.000-06:00,5.0093950382071455
2020-08-07T03:30:00.000-06:00,6.639380663368422
2020-08-07T03:30:00.000-06:00,28.5143884187067
2020-08-07T03:30:00.000-06:00,17.55245461112933
2020-08-07T03:30:00.000-06:00,20.864639523344668
2020-08-07T03:30:00.000-06:00,7.425349352143524
2020-08-07T03:30:00.000-06:00,26.763181962697374
2020-08-07T03:30:00.000-06:00,7.205093079635531
2020-08-07T03:30:00.000-06:00,6.310810749956773
