1.635452109,-1.708114738,-1.260404189,0.5041801988,-0.8148701325,0.6147985414,0.8430133124,-1.434385076,-0.315283255,1.344519108,-0.9279037029,0.5541623985,-0.433681274,1.185011619,-0.5478090342
-0.3651193172,0.5099540709,0.555262803,-0.4476592978,-0.3647674533,1.379548864,-1.882284865,-0.4974936562,-0.3279327159,-0.8417397227,0.4119858887,1.729569761,1.093105412,-0.8162079902,-0.03325404446
-0.04392527476,0.2187051346,-0.4476592978,-0.8417397227,1.831889401,0.6666348238,-1.699668542,0.7713188498,1.018038791,0.1313835555,-0.6537067422,-0.0118696292,0.304011009,0.844448777,-0.9516110408
0.1449217622,-0.8730856908,0.3643036744,0.5085193957,-0.0118696292,0.1853883079,-1.126668329,-0.4025649755,-0.08811215559,0.2187051346,-0.5540839564,0.03664439192,1.558794855,0.844448777,-0.5478090342
-0.06694916611,1.504369509,1.891335463,1.558794855,0.2799882261,0.001740813472,-1.915944571,1.959970085,-0.8509385917,-0.1349561491,1.379548864,-1.434385076,-0.433681274,0.3154200014,-0.4319228804
1.759023521,0.5085193957,-0.06694916611,0.3018995188,-0.03325404446,2.386209348,-1.260404189,0.3870151472,-1.243552319,-0.6667992478,-0.5345217737,1.558794855,1.635452109,-1.281073795,1.093105412
0.2187051346,0.9378501963,0.4119858887,1.394284604,0.1853883079,-0.8730856908,0.1617225951,0.6147985414,-0.8564189957,0.2227276703,-0.4825902415,0.6870181303,-1.434385076,-0.5540839564,-0.04392527476
0.2496995629,-0.4822049705,-0.5540839564,0.1361404236,1.418649105,0.555262803,0.2807024794,-0.9592156399,1.959970085,0.1970581322,-0.06694916611,-0.2482465581,1.418649105,-1.434385076,-1.281073795
-0.4272574973,-0.4236746667,-0.8509385917,1.572547758,1.379548864,-0.4586762494,0.2228907187,-0.1470343165,-0.4236746667,-0.1470343165,-1.434385076,-1.434385076,0.8040592848,-1.434385076,1.018038791
0.2799882261,-1.362810487,0.01097330446,-0.5540839564,-0.2482465581,1.018038791,0.4857030157,-0.3858472752,1.504369509,-0.3858472752,-0.6299318214,0.1617225951,0.1617225951,-1.699668542,1.891335463
-0.4974936562,-0.245196421,0.6147985414,0.698429975,-1.915944571,-0.4455370072,-0.4319228804,0.8922938588,-1.434385076,-1.434385076,1.729569761,0.1019024903,-1.708114738,0.9309803134,-0.09773996969
-0.4272574973,0.1970581322,1.314209059,-2.255063328,0.3870151472,0.6147985414,-0.09773996969,0.2807024794,0.1019024903,-0.4025649755,-0.8894635364,0.3643036744,-0.08811215559,-0.8417397227,1.297192926
1.093105412,-0.0118696292,0.2330303132,-0.5478090342,-0.1349561491,-0.9279037029,0.3154200014,-0.4852552505,0.3706812191,1.164349059,1.418649105,-0.4476592978,2.386209348,-1.181640161,1.050682595
-0.0118696292,0.2311958678,-1.466463105,1.572547758,-0.433681274,-0.251464603,1.164349059,1.086643459,-1.362810487,-0.8894635364,0.178564853,-1.153834998,-0.1711111171,0.2106057741,-0.5540839564
0.00210277683,0.1313835555,1.572547758,-0.4025649755,-0.5478090342,0.9109470284,1.379548864,-0.1470343165,0.6941723122,-0.8162079902,-0.433681274,1.759023521,-2.139485062,-0.407043699,0.1853883079
0.0365158215,0.1019024903,1.46775776,-0.9592156399,-0.3858472752,1.018038791,-1.153834998,-0.4974936562,0.6612202561,0.00210277683,1.959970085,-1.915944571,-0.6537067422,1.635452109,0.9723694491
1.558794855,-0.2482465581,0.6666348238,-2.568823072,0.8135897987,1.635452109,0.844448777,-0.245196421,-0.3647674533,-1.708114738,0.01097330446,-0.4104455802,0.5041801988,0.8922938588,-1.61777922
0.6870181303,-1.126668329,0.6941723122,-0.7303655054,-1.915944571,0.6666348238,1.572547758,-0.8701900596,-0.3647674533,-1.260404189,-0.9958549385,1.891335463,0.1449217622,-0.08858529142,0.2228907187
